lambda_dg,mean_acc,mean_macro_f1,worst_acc,source_domain_separability,sharpness_delta,sketch_acc,sketch_macro_f1,sketch_acc_change_vs_erm,best_mean_source_val_f1
0.1,0.9528221833933672,0.9541999548355328,0.9365853658536586,0.813953488372093,0.2761046886444092,0.6459658946296768,0.6368622659437302,-0.028760498854670358,True
1.0,0.2165683713959568,0.0506699649556792,0.1727078891257995,0.3322259136212624,0.0096900463104248,0.04072283023670145,0.011179820424134438,-0.6340035632476457,False
10.0,0.2165683713959568,0.0506699649556792,0.1727078891257995,0.3820598006644518,0.007794976234436,0.04072283023670145,0.011179820424134438,-0.6340035632476457,False
